Variable,Parents,ParentConfig,Low,Mid,High
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Mid|Lat=Low|GlobalDensity=Mid,0,0,1
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=Mid|GlobalDensity=Low,0,09523809523809523,0,4523809523809524,0,4523809523809524
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Low|Lat=Low|GlobalDensity=High,0,8850574712643678,0,11494252873563218,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=Mid|GlobalDensity=Mid,0,5,0,5,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Mid|Lat=Low|GlobalDensity=High,0,0,2631578947368421,0,7368421052631579
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Low|Lat=Low|GlobalDensity=High,0,32786885245901637,0,3442622950819672,0,32786885245901637
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=Mid|GlobalDensity=High,0,9532710280373832,0,02336448598130841,0,02336448598130841
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Low|Lat=Low|GlobalDensity=Low,0,07317073170731707,0,05574912891986063,0,8710801393728222
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Low|Lat=High|GlobalDensity=Low,0,4,0,5666666666666667,0,03333333333333333
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Low|Lat=High|GlobalDensity=High,0,6513761467889908,0,30275229357798167,0,045871559633027525
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Low|Lat=Low|GlobalDensity=Mid,0,6288659793814433,0,36082474226804123,0,010309278350515464
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Mid|Lat=Mid|GlobalDensity=Low,0,35555555555555557,0,6444444444444445,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Low|Lat=Mid|GlobalDensity=Low,0,6666666666666666,0,1111111111111111,0,2222222222222222
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Low|Lat=Mid|GlobalDensity=Low,0,0078125,0,0,9921875
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=High|Wind=Mid|Lat=Low|GlobalDensity=High,0,8205128205128205,0,1794871794871795,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=Mid|GlobalDensity=Low,0,5,0,42857142857142855,0,07142857142857142
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Mid|Lat=Low|GlobalDensity=High,0,09821428571428571,0,19642857142857142,0,7053571428571429
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=Mid|Lat=Low|GlobalDensity=Low,0,0,9230769230769231,0,07692307692307693
